ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#3378,21343599,2020-09-21T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702120,2,2,Stone,National City,California,United States,91950
#3378,21365599,2020-09-21T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701011,1,1,Crew Green,National City,California,United States,91950
#3378,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,National City,California,United States,91950
#3378,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,National City,California,United States,91950
#3378,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,National City,California,United States,91950
#3379,21321120,2020-09-21T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Spokane Valley,Washington,United States,99206
#3379,21330120,2020-09-21T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Stone,Stone,13702120,3,3,Stone,Spokane Valley,Washington,United States,99206
#3379,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,2,Crew Green,Spokane Valley,Washington,United States,99206
#3379,n/a,2020-09-21T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Spokane Valley,Washington,United States,99206
#3380,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Del Mar,California,United States,92014
#3380,n/a,2020-09-21T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Del Mar,California,United States,92014
#3380,n/a,2020-09-21T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Del Mar,California,United States,92014
#3380,n/a,2020-09-21T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Del Mar,California,United States,92014
#3381,21321114,2020-09-22T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Dark Blue,Dark Blue,11442214,6,6,Dark Blue,Marietta,Georgia,United States,30064
#3381,21321120,2020-09-22T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Stone,Stone,11442220,6,12,Stone,Marietta,Georgia,United States,30064
#3381,21321144,2020-09-22T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Burnt Orange,Burnt Orange,11442244,6,6,Burnt Orange,Marietta,Georgia,United States,30064
#3381,21321150,2020-09-22T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Paloma,Paloma,11442250,6,6,Paloma,Marietta,Georgia,United States,30064
#3381,21321152,2020-09-22T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Citrus,Citrus,11442252,6,6,Citrus,Marietta,Georgia,United States,30064
#3382,21321114,2020-09-22T00:00:00Z,Wholesale,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Dark Blue,Dark Blue,11442214,6,6,Dark Blue,El Segundo,California,United States,90245
#3382,21321120,2020-09-22T00:00:00Z,Wholesale,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,El Segundo,California,United States,90245
#3382,21321199,2020-09-22T00:00:00Z,Wholesale,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442211,1,2,Crew Green,El Segundo,California,United States,90245
#3382,21321199,2020-09-22T00:00:00Z,Wholesale,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442214,1,2,Dark Blue,El Segundo,California,United States,90245
#3382,21321199,2020-09-22T00:00:00Z,Wholesale,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442254,1,2,Scarlet,El Segundo,California,United States,90245
#3382,n/a,2020-09-22T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,6,Dark Blue,El Segundo,California,United States,90245
#3382,n/a,2020-09-22T00:00:00Z,Wholesale,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,6,Stone,El Segundo,California,United States,90245
#3384,n/a,2020-09-22T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,1,Paloma,Madisonville,Louisiana,United States,70447
#3384,n/a,2020-09-22T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,1,Citrus,Madisonville,Louisiana,United States,70447
#3385,21364011,2020-09-22T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Crew Green,Crew Green,13701011,3,3,Crew Green,Garland,Texas,United States,75044
#3385,n/a,2020-09-22T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,4,Stone,Garland,Texas,United States,75044
#3385,n/a,2020-09-22T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Garland,Texas,United States,75044
#3386,n/a,2020-09-23T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Baldwin,Louisiana,United States,70514
#3386,n/a,2020-09-23T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Baldwin,Louisiana,United States,70514
#3386,n/a,2020-09-23T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Baldwin,Louisiana,United States,70514
#3386,n/a,2020-09-23T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Baldwin,Louisiana,United States,70514
#3387,n/a,2020-09-23T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,2,Dark Blue,Bethesda,Maryland,United States,20814
#3387,n/a,2020-09-23T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Bethesda,Maryland,United States,20814
#3387,n/a,2020-09-23T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Bethesda,Maryland,United States,20814
#3388,n/a,2020-09-23T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Bellingham,Washington,United States,98225
#3388,n/a,2020-09-23T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Bellingham,Washington,United States,98225
#3389,n/a,2020-09-23T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Reading,Massachusetts,United States,1867
#3390,n/a,2020-09-24T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,San Jose,California,United States,95116
#3390,n/a,2020-09-24T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,San Jose,California,United States,95116
#3392,n/a,2020-09-24T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Charlotte,North Carolina,United States,28277
#3392,n/a,2020-09-24T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Charlotte,North Carolina,United States,28277
#3392,n/a,2020-09-24T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Charlotte,North Carolina,United States,28277
#3392,n/a,2020-09-24T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Charlotte,North Carolina,United States,28277
#3394,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Anaheim,California,United States,92806
#3394,n/a,2020-09-25T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Anaheim,California,United States,92806
#3394,n/a,2020-09-25T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Anaheim,California,United States,92806
#3395,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,2,Crew Green,Minneapolis,Minnesota,United States,55401
#3395,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Minneapolis,Minnesota,United States,55401
#3395,n/a,2020-09-25T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Minneapolis,Minnesota,United States,55401
#3395,n/a,2020-09-25T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Minneapolis,Minnesota,United States,55401
#3396,n/a,2020-09-25T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Charlotte,North Carolina,United States,28205
#3396,n/a,2020-09-25T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Charlotte,North Carolina,United States,28205
#3396,n/a,2020-09-25T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Charlotte,North Carolina,United States,28205
#3397,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Rolling Hills Estates,California,United States,90274
#3397,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Rolling Hills Estates,California,United States,90274
#3397,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Rolling Hills Estates,California,United States,90274
#3397,n/a,2020-09-25T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Rolling Hills Estates,California,United States,90274
#3397,n/a,2020-09-25T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Rolling Hills Estates,California,United States,90274
#3398,21341399,2020-09-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702011,2,2,Crew Green,Madisonville,Louisiana,United States,70447
#3398,21341399,2020-09-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702052,2,2,Citrus,Madisonville,Louisiana,United States,70447
#3398,21341399,2020-09-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702020,2,2,Stone,Madisonville,Louisiana,United States,70447
#3399,21321199,2020-09-26T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Park City,Utah,United States,84068
#3399,21340011,2020-09-26T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Crew Green,Crew Green,13702011,6,6,Crew Green,Park City,Utah,United States,84068
#3399,21364050,2020-09-26T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Paloma,Paloma,13701050,3,3,Paloma,Park City,Utah,United States,84068
#3399,21321199,2020-09-26T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Park City,Utah,United States,84068
#3399,21321199,2020-09-26T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Park City,Utah,United States,84068
#3400,21321199,2020-09-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Hoboken,New Jersey,United States,7030
#3400,21364050,2020-09-27T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Paloma,Paloma,13701050,3,3,Paloma,Hoboken,New Jersey,United States,7030
#3400,21321199,2020-09-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Hoboken,New Jersey,United States,7030
#3400,21321199,2020-09-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Hoboken,New Jersey,United States,7030
#3401,n/a,2020-09-27T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Parkersburg,West Virginia,United States,26104
#3401,n/a,2020-09-27T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Parkersburg,West Virginia,United States,26104
#3403,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Oak Park,Illinois,United States,60302-2317
#3403,n/a,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Oak Park,Illinois,United States,60302-2317
#3403,n/a,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Oak Park,Illinois,United States,60302-2317
#3403,n/a,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Oak Park,Illinois,United States,60302-2317
#3404,n/a,2020-09-28T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Santa Barbara,California,United States,93105
#3404,n/a,2020-09-28T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Santa Barbara,California,United States,93105
#3404,n/a,2020-09-28T00:00:00Z,Wholesale,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,12,Crew Green,Santa Barbara,California,United States,93105
#3404,n/a,2020-09-28T00:00:00Z,Wholesale,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,12,Stone,Santa Barbara,California,United States,93105
#3405,21321120,2020-09-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Amite City,Louisiana,United States,70422
#3406,21330111,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Crew Green,Crew Green,13702111,3,3,Crew Green,Libertyville,Illinois,United States,60048-1622
#3407,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Chicago,Illinois,United States,60647
#3407,n/a,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Chicago,Illinois,United States,60647
#3408,n/a,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Douglas,Michigan,United States,49406-0047
#3409,n/a,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Los Angeles,California,United States,90024
#3410,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Raleigh,North Carolina,United States,27613
#3410,n/a,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Raleigh,North Carolina,United States,27613
#3411,21321114,2020-09-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Dark Blue,Dark Blue,11442214,6,6,Dark Blue,Paxton,Massachusetts,United States,1612
#3411,n/a,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Paxton,Massachusetts,United States,1612
#3412,21343399,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702111,2,2,Crew Green,Davenport,Iowa,United States,52801
#3412,21343399,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702152,2,2,Citrus,Davenport,Iowa,United States,52801
#3412,21343399,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702120,2,2,Stone,Davenport,Iowa,United States,52801
#3412,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Davenport,Iowa,United States,52801
#3412,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Davenport,Iowa,United States,52801
#3412,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Davenport,Iowa,United States,52801
#3413,21321199,2020-09-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Scottsdale,Arizona,United States,85257
#3413,21364011,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Crew Green,Crew Green,13701011,3,3,Crew Green,Scottsdale,Arizona,United States,85257
#3413,21321199,2020-09-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Scottsdale,Arizona,United States,85257
#3413,21321199,2020-09-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Scottsdale,Arizona,United States,85257
#3414,21364011,2020-09-28T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Crew Green,Crew Green,13701011,3,3,Crew Green,Irvine,California,United States,92614
#3414,n/a,2020-09-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,3,Crew Green,Irvine,California,United States,92614
#3414,n/a,2020-09-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Irvine,California,United States,92614
#3416,n/a,2020-09-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Garden City,Idaho,United States,83714
#3416,n/a,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,1,Citrus,Garden City,Idaho,United States,83714
#3417,21321199,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Round Rock,Texas,United States,78664
#3417,21341399,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702011,2,2,Crew Green,Round Rock,Texas,United States,78664
#3417,21321199,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Round Rock,Texas,United States,78664
#3417,21341399,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702052,2,2,Citrus,Round Rock,Texas,United States,78664
#3417,21321199,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Round Rock,Texas,United States,78664
#3417,21341399,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702020,2,2,Stone,Round Rock,Texas,United States,78664
#3418,21321114,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Dark Blue,Dark Blue,11442214,6,12,Dark Blue,San Diego,California,United States,92121
#3418,21321144,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Burnt Orange,Burnt Orange,11442244,6,6,Burnt Orange,San Diego,California,United States,92121
#3418,21321150,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Paloma,Paloma,11442250,6,12,Paloma,San Diego,California,United States,92121
#3418,21321152,2020-09-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Citrus,Citrus,11442252,6,12,Citrus,San Diego,California,United States,92121
#3418,21350114,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Dark Blue,Dark Blue,13702114,12,12,Dark Blue,San Diego,California,United States,92121
#3418,21350152,2020-09-29T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Citrus,Citrus,13702152,12,12,Citrus,San Diego,California,United States,92121
#3418,21370044,2020-09-29T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Burnt Orange,Burnt Orange,13701044,12,12,Burnt Orange,San Diego,California,United States,92121
#3418,21370050,2020-09-29T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Paloma,Paloma,13701050,12,12,Paloma,San Diego,California,United States,92121
#3419,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Laguna Beach,California,United States,92651
#3419,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Laguna Beach,California,United States,92651
#3419,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Laguna Beach,California,United States,92651
#3420,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,West Bloomfield Township,Michigan,United States,48323
#3420,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,West Bloomfield Township,Michigan,United States,48323
#3420,n/a,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,West Bloomfield Township,Michigan,United States,48323
#3420,n/a,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,West Bloomfield Township,Michigan,United States,48323
#3421,21321199,2020-09-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442211,1,2,Crew Green,Newport,Oregon,United States,97365
#3421,21321199,2020-09-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442214,1,2,Dark Blue,Newport,Oregon,United States,97365
#3421,21321199,2020-09-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Pride,Pride,11442254,1,2,Scarlet,Newport,Oregon,United States,97365
#3423,21340011,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Crew Green,Crew Green,13702011,6,6,Crew Green,Los Altos Hills,California,United States,94024
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,4,Crew Green,Miami,Florida,United States,33130
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,12,Dark Blue,Miami,Florida,United States,33130
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,6,Stone,Miami,Florida,United States,33130
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,4,Burnt Orange,Miami,Florida,United States,33130
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,6,Paloma,Miami,Florida,United States,33130
#3424,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,4,Citrus,Miami,Florida,United States,33130
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,4,Crew Green,Scottsdale,Arizona,United States,85254
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,12,Dark Blue,Scottsdale,Arizona,United States,85254
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,6,Stone,Scottsdale,Arizona,United States,85254
